,Category,Rank,Title,Price,Title Length
342,CD,43,"Al Franken, Giant of the Senate",18.73,31
343,CD,44,Pimsleur French Conversational Course - Level 1 Lessons 1-16 CD: Learn to Speak and Understand French with Pimsleur Language Programs,32.26,133
344,CD,45,The Whistler,10.73,12
345,CD,46,Haunted (Michael Bennett),24.48,25
346,CD,47,The Four Agreements: A Practical Guide to Personal Freedom,12.5,58
347,CD,48,Go Pro: 7 Steps to Becoming a Network Marketing Professional (3 CD AudioBook),10.0,77
348,CD,49,The Power,22.32,9
349,CD,50,Billionaire at the Barricades: The Populist Revolution from Reagan to Trump,25.94,75
350,CD,51,Up in the Air: 6 Stories on True Friendship and Reconciliation (Adventures in Odyssey),14.97,86
351,CD,52,"Vital Information and Review Questions for the NCE, CPCE and State Counseling Exams: Special 15th Anniversary Edition",89.15,117
352,CD,53,Alexander Hamilton,19.49,18
353,CD,54,Chicka Chicka Boom Boom (Book & CD),5.96,35
354,CD,55,The Hiding Place (Radio Theatre),10.45,32
355,CD,56,"The Lion, the Witch and the Wardrobe CD (Chronicles of Narnia)",8.49,62
356,CD,57,Giraffes Can't Dance: Audiobook Read-Along (Paperback and CD),6.12,61
357,CD,58,Astrophysics for People in a Hurry,16.38,34
358,CD,59,Harry Potter and the Sorcerer's Stone,18.25,37
359,CD,60,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,22.6,86
360,CD,61,"Living Language Arabic, Complete Edition: Beginner through advanced course, including 3 coursebooks, 9 audio CDs, Arabic script guide, and free online learning",30.36,159
361,CD,62,The Paradigm: The Ancient Blueprint That Holds the Mystery of Our Times,14.56,71
362,CD,63,Lincoln in the Bardo: A Novel,25.41,29
363,CD,64,Seeking Heaven: Sound Journeys into the Beyond,15.98,46
364,CD,65,"Stephen R. Covey's The 4 Disciplines of Execution: The Secret To Getting Things Done, On Time, With Excellence - Live Performance",9.99,129
365,CD,66,Y is for Yesterday (A Kinsey Millhone Novel),24.51,44
366,CD,67,Unshakeable: How to Thrive (Not Just Survive) in the Coming Financial Correction,21.72,80
367,CD,68,"The Gifts of Imperfect Parenting: Raising Children with Courage, Compassion, and Connection",13.54,91
368,CD,69,The Little Old Lady Who Was Not Afraid of Anything Book and CD (Share a Story),8.47,78
369,CD,70,End Game (Will Robie Series),25.95,28
370,CD,71,"The Power of Vulnerability: Teachings on Authenticity, Connection and Courage",52.72,77
371,CD,72,Camino Island: A Novel,24.45,22
372,CD,73,Extreme Ownership: How U.S. Navy SEALs Lead and Win,28.35,51
373,CD,74,Harry Potter and the Chamber of Secrets (Book 2),28.19,48
374,CD,75,"Nora Roberts Three Sisters Island CD Collection: Dance Upon the Air, Heaven and Earth, Face the Fire (Three Sisters Island Trilogy)",14.09,131
375,CD,76,Principles: Life and Work,25.94,25
376,CD,77,Holy Bible (King James Version),58.52,31
377,CD,78,"Food Can Fix It: The Superfood Switch to Fight Fat, Defy Aging, and Eat Your Way Healthy",19.68,88
378,CD,79,Pimsleur Spanish Basic Course - Level 1 Lessons 1-10 CD: Learn to Speak and Understand Basic Spanish with Pimsleur Language Programs,19.05,132
379,CD,80,Manhattan Beach: A Novel,25.94,24
380,CD,81,To Be Where You Are (A Mitford Novel),31.06,37
381,CD,82,Turtles All the Way Down,24.46,24
382,CD,83,"Crucial Conversations: Tools for Talking When Stakes Are High, Second Edition",9.99,77
383,CD,84,The Hollywood Commandments: A Spiritual Guide to Secular Success,26.08,64
384,CD,85,Wonder,11.69,6
385,CD,86,"Living Language Mandarin Chinese, Complete Edition: Beginner through advanced course, including 3 coursebooks, 9 audio CDs, Chinese character guide, and free online learning",35.24,173
386,CD,87,"Magic Tree House Collection: Books 1-8: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, Pirates Past Noon, Night of the Ninjas, ... the Amazon, and more! (Magic Tree House (R))",16.25,195
387,CD,88,Sleeping Beauties: A Novel,17.02,26
388,CD,89,The Power of Now: A Guide to Spiritual Enlightenment,25.98,52
389,CD,90,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans,15.03,85
390,CD,91,Killing Kryptonite: Destroy What Steals Your Strength,19.99,53
391,CD,92,"The Story of the World: History for the Classical Child, Vol. 3: Early Modern Times, 2nd Edition (9 CDs)",28.74,104
392,CD,93,"Men, Women, and Worthiness: The Experience of Shame and the Power of Being Enough",14.29,81
393,CD,94,Bill O'Reilly's Legends and Lies: The Civil War,18.89,47
394,CD,95,Uncommon Type: Some Stories,28.77,27
395,CD,96,Drive Time Spanish: Beginner Level,11.97,34
396,CD,97,Wee Sing America,9.17,16
397,CD,98,"House of Unexpected Sisters, The (No. 1 Ladies Detective Agency)",26.48,64
398,CD,99,Harry Potter and the Deathly Hallows,47.42,36
399,CD,100,How To Win Friends And Influence People Deluxe 75th Anniversary Edition,25.34,71
400,Business Money,1,Misbehaving: The Making of Behavioral Economics,9.99,47
401,Business Money,2,The Death of the Banker: The Decline and Fall of the Great Financial Dynasties and the Triumph of the Small Investor,-2.0,116
402,Business Money,3,Discipline Equals Freedom: Field Manual,14.99,39
403,Business Money,4,The Code of the Extraordinary Mind: 10 Unconventional Laws to Redefine Your Life and Succeed On Your Own Terms,9.99,110
404,Business Money,5,Principles: Life and Work,-2.0,25
405,Business Money,6,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,2.99,84
406,Business Money,7,"Enchantment: The Art of Changing Hearts, Minds, and Actions",1.99,59
407,Business Money,8,StrengthsFinder 2.0,17.19,19
408,Business Money,9,Principles: Life and Work,18.0,25
409,Business Money,10,The Power of Habit: Why We Do What We Do in Life and Business,-2.0,61
410,Business Money,11,Stick with It: A Scientifically Proven Process for Changing Your Life-for Good,0.99,78
411,Business Money,12,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,-2.0,76
412,Business Money,13,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,11.68,72
413,Business Money,14,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money - That the Poor and Middle Class Do Not!,-2.0,102
414,Business Money,15,Extreme Ownership: How U.S. Navy SEALs Lead and Win,-2.0,51
415,Business Money,16,How to Work From Home and Make Money in 2017: 13 Proven Home-Based Businesses You Can Start Today (Work from Home Series: Book 1),2.99,129
416,Business Money,17,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,8.99,96
417,Business Money,18,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,9.79,86
418,Business Money,19,High Performance Habits: How Extraordinary People Become That Way,-2.0,65
419,Business Money,20,Mindset: The New Psychology of Success,10.2,38
420,Business Money,21,Discipline Equals Freedom: Field Manual,11.99,39
421,Business Money,22,"Nudge: Improving Decisions About Health, Wealth, and Happiness",10.83,62
422,Business Money,23,"Thinking, Fast and Slow",9.6,23
423,Business Money,24,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,14.49,78
424,Business Money,25,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,10.91,76
425,Business Money,26,Never Split the Difference: Negotiating as if Your Life Depended on It,-2.0,70
426,Business Money,27,Shoe Dog: A Memoir by the Creator of Nike,-2.0,41
427,Business Money,28,Start with Why: How Great Leaders Inspire Everyone to Take Action,14.4,65
428,Business Money,29,Start with Why: How Great Leaders Inspire Everyone to Take Action,-2.0,65
429,Business Money,30,Principles: Life and Work,14.99,25
430,Business Money,31,The Hollywood Commandments: A Spiritual Guide to Secular Success,17.1,64
431,Business Money,32,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",-2.0,62
432,Business Money,33,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,7.19,100
433,Business Money,34,The Intelligent Investor: The Definitive Book on Value Investing. A Book of Practical Counsel (Revised Edition) (Collins Business Essentials),12.98,141
434,Business Money,35,Extreme Ownership: How U.S. Navy SEALs Lead and Win,18.35,51
435,Business Money,36,The Five Dysfunctions of a Team: A Leadership Fable,11.83,51
436,Business Money,37,The 10X Rule: The Only Difference Between Success and Failure,-2.0,61
437,Business Money,38,High Performance Habits: How Extraordinary People Become That Way,16.19,65
438,Business Money,39,48 Laws of Power,-2.0,16
439,Business Money,40,"Way of the Wolf: Straight Line Selling: Master the Art of Persuasion, Influence, and Success",-2.0,92
440,Business Money,41,Grit: The Power of Passion and Perseverance,-2.0,43
441,Business Money,42,Algorithms to Live By: The Computer Science of Human Decisions,-2.0,62
442,Business Money,43,Think and Grow Rich,-2.0,19
443,Business Money,44,The Total Money Makeover: A Proven Plan for Financial Fitness,-2.0,61
444,Business Money,45,Smarter Faster Better: The Transformative Power of Real Productivity,2.99,68
445,Business Money,46,You Are a Badass at Making Money: Master the Mindset of Wealth,-2.0,62
446,Business Money,47,Find Your Why: A Practical Guide for Discovering Purpose for You and Your Team,-2.0,78
447,Business Money,48,The Power of Habit: Why We Do What We Do in Life and Business,10.56,61
448,Business Money,49,The Art of Mental Training - A Guide to Performance Excellence,7.99,62
449,Business Money,50,Building a StoryBrand: Clarify Your Message So Customers Will Listen,19.3,68
450,Business Money,51,Unshakeable: Your Financial Freedom Playbook,-2.0,44
451,Business Money,52,"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive",4.99,111
452,Business Money,53,Grit: The Power of Passion and Perseverance,19.17,43
453,Business Money,54,Building a StoryBrand: Clarify Your Message So Customers Will Listen,-2.0,68
454,Business Money,55,Cracking the Coding Interview: 189 Programming Questions and Solutions,37.95,70
455,Business Money,56,Get Over Your Damn Self: The No-BS Blueprint to Building a Life-Changing Business,13.32,81
456,Business Money,57,"The Four: The Hidden DNA of Amazon, Apple, Facebook, and Google",16.8,63
457,Business Money,58,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",1.99,89
458,Business Money,59,Emotional Intelligence 2.0,18.46,26
459,Business Money,60,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",11.3,76
460,Business Money,61,The Millionaire Next Door,9.83,25
461,Business Money,62,The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life (Before 8AM),9.97,93
462,Business Money,63,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich (Expanded and Updated)",-2.0,92
463,Business Money,64,Soar!: Build Your Vision from the Ground Up,14.99,43
464,Business Money,65,Find Your Why: A Practical Guide for Discovering Purpose for You and Your Team,13.59,78
465,Business Money,66,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",15.31,69
466,Business Money,67,Leaders Eat Last: Why Some Teams Pull Together and Others Don't,13.39,63
467,Business Money,68,"Option B: Facing Adversity, Building Resilience, and Finding Joy",15.8,64
468,Business Money,69,Outliers: The Story of Success,-2.0,30
469,Business Money,70,The 48 Laws of Power,19.63,20
470,Business Money,71,Influence: The Psychology of Persuasion,-2.0,39
471,Business Money,72,Traction: Get a Grip on Your Business,9.32,37
472,Business Money,73,You're Only Old Once!: A Book for Obsolete Children,9.29,51
473,Business Money,74,Good to Great: Why Some Companies Make the Leap and Others Don't,17.07,64
474,Business Money,75,Tribe of Mentors: Short Life Advice from the Best in the World,19.83,62
475,Business Money,76,"Declutter Your Mind: How to Stop Worrying, Relieve Anxiety, and Eliminate Negative Thinking",3.99,91
476,Business Money,77,Cryptoassets: The Innovative Investor's Guide to Bitcoin and Beyond,21.99,67
477,Business Money,78,Soar!: Build Your Vision from the Ground Up,-2.0,43
478,Business Money,79,Finding My Virginity: The New Autobiography,-2.0,43
479,Business Money,80,The ONE Thing: The Surprisingly Simple Truth Behind Extraordinary Results,14.01,73
480,Business Money,81,Life 3.0: Being Human in the Age of Artificial Intelligence,-2.0,59
481,Business Money,82,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",-2.0,99
482,Business Money,83,"The Energy Bus: 10 Rules to Fuel Your Life, Work, and Team with Positive Energy",12.99,79
483,Business Money,84,15 Minutes to a Better Interview: What I Wish EVERY Job Candidate Knew,4.99,70
484,Business Money,85,Deep Work: Rules for Focused Success in a Distracted World,-2.0,58
485,Business Money,86,"Lean In: Women, Work, and the Will to Lead",7.01,42
486,Business Money,87,Win Bigly: Persuasion in a World Where Facts Don't Matter,17.7,57
487,Business Money,88,The ONE Thing: The Surprisingly Simple Truth Behind Extraordinary Results,-2.0,73
488,Business Money,89,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,-2.0,86
489,Business Money,90,"Nudge: Improving Decisions About Health, Wealth, and Happiness",13.99,62
490,Business Money,91,Rising Strong: The Reckoning. The Rumble. The Revolution,-2.0,56
491,Business Money,92,The Hollywood Commandments: A Spiritual Guide to Secular Success,-2.0,64
492,Business Money,93,"Manage Your Day-to-Day: Build Your Routine, Find Your Focus, and Sharpen Your Creative Mind (The 99U Book Series)",5.99,113
493,Business Money,94,Good to Great: Why Some Companies Make the Leap...And Others Don't,-2.0,66
494,Business Money,95,"Serve No Master: How to Escape the 9-5, Start up an Online Business, Fire Your Boss and Become a Lifestyle Entrepreneur or Digital Nomad",5.99,136
495,Business Money,96,"The Four: The Hidden DNA of Amazon, Apple, Facebook, and Google",-2.0,63
496,Business Money,97,Radical Candor: Be a Kick-Ass Boss Without Losing Your Humanity,18.35,63
497,Business Money,98,Outliers: The Story of Success,13.49,30
498,Business Money,99,Job Free: Four Ways to Quit the Rat Race and Achieve Financial Freedom on Your Terms,3.99,84
499,Business Money,100,A Guide to the Project Management Body of Knowledge (PMBOK® Guide)<U+0096>Fifth Edition,44.84,87
500,Calendars,1,"The Knot Ultimate Wedding Planner & Organizer [binder edition]: Worksheets, Checklists, Etiquette, Calendars, and Answers to Frequently Asked Questions",23.59,151
501,Calendars,2,Pusheen the Cat 2018 Wall Calendar,9.41,34
502,Calendars,3,Katie Daisy 2017 ? 2018 On-the-Go Weekly Planner: 17-Month Calendar with Pocket,13.49,79
503,Calendars,4,The Little World of Liz Climo 2018 Day-to-Day Calendar,8.99,54
504,Calendars,5,Thomas Kinkade: The Disney Dreams Collection 2018 Wall Calendar,10.39,63
505,Calendars,6,365 Cats Page-A-Day Calendar 2018,10.39,33
506,Calendars,7,2018 National Park Foundation Wall Calendar,10.39,43
507,Calendars,8,Mom's Family Wall Calendar 2018,10.5,31
508,Calendars,9,Sierra Club Engagement Calendar 2018,10.75,36
509,Calendars,10,2018 Planner Weekly And Monthly: Calendar Schedule Organizer and Journal Notebook With Inspirational Quotes And Floral Lettering Cover,6.31,134
510,Calendars,11,2018 Amy Knapp Big Grid Wall Calendar: August 2017-December 2018,10.39,64
511,Calendars,12,2018-2019 Pink & Gold Dots 2-Year Pocket Planner,5.33,48
512,Calendars,13,Mary Engelbreit 2018 Deluxe Wall Calendar: Every Picture Tells A Story,10.99,70
513,Calendars,14,"Moleskine 18 Month Weekly Planner, Large, Black, Soft Cover (5 x 8.25)",20.66,70
514,Calendars,15,Ansel Adams 2018 Wall Calendar,13.59,30
515,Calendars,16,Sierra Club Wilderness Calendar 2018,11.86,36
516,Calendars,17,Llewellyn's 2018 Witches' Datebook,10.19,34
517,Calendars,18,"Moleskine 12 Month Weekly Planner, Large, Black, Soft Cover (5 x 8.25)",18.67,70
518,Calendars,19,"Moleskine 12 Month Weekly Planner, Pocket, Black, Soft Cover (3.5 x 5.5)",15.07,72
519,Calendars,20,Dilbert 2018 Day-to-Day Calendar,10.92,32
520,Calendars,21,Mary Engelbreit 2018 Day-to-Day Calendar: Live a Life of Love,10.39,61
521,Calendars,22,"Moleskine 18 Month Weekly Planner, Extra Large, Soft Cover (7.5 x 10)",22.46,69
522,Calendars,23,Mary Engelbreit 2018 Monthly Pocket Planner Calendar: Now is the Time,6.21,69
523,Calendars,24,Hamilton 2018 Day-to-Day Calendar,10.39,33
524,Calendars,25,Llewellyn's 2018 Witches' Calendar,11.6,34
525,Calendars,26,2018-2019 Tropical Beaches 2-Year Pocket Planner,5.21,48
526,Calendars,27,You Are a Badass 2018 Day-to-Day Calendar,11.99,41
527,Calendars,28,Cat Page-A-Day Gallery Calendar 2018,11.55,36
528,Calendars,29,"2018 Pineapples Daily Weekly Monthly Planner, 16 Month Agenda: Sept. 2017 - Dec. 2018",13.49,85
529,Calendars,30,"Moleskine 12 Month Weekly Planner, Large, Berry Rose, Hard Cover (5 x 8.25)",18.82,75
