"category","rank","titles","prices"
"Science Math",93,"The Science of Liberty: Democracy, Reason, and the Laws of Nature","$1.99"
"Science Math",94,"Oh Say Can You Say Di-no-saur?: All About Dinosaurs (Cat in the Hat's Learning Library)","$7.60"
"Science Math",95,"Lab Girl","$10.87"
"Science Math",96,"Behave: The Biology of Humans at Our Best and Worst","$23.46"
"Science Math",97,"The Immortal Life of Henrietta Lacks","$0.00 with Trial"
"Science Math",98,"Life 3.0: Being Human in the Age of Artificial Intelligence","$15.99"
"Science Math",99,"Are We Smart Enough to Know How Smart Animals Are?","$8.98"
"Science Math",100,"The Undoing Project: A Friendship That Changed Our Minds","$0.00 with Trial"
"Science Fiction Fantasy",1,"Do Androids Dream of Electric Sheep?: The inspiration for the films Blade Runner and Blade Runner 2049","$2.99"
"Science Fiction Fantasy",2,"Harry Potter and the Sorcerer's Stone","$8.99"
"Science Fiction Fantasy",3,"A Shade of Vampire 51: A Call of Vampires","$3.99"
"Science Fiction Fantasy",4,"The Naturalist (The Naturalist Series Book 1)","$4.99"
"Science Fiction Fantasy",5,"The Handmaid's Tale","$9.99"
"Science Fiction Fantasy",6,"The Book of Dust:  La Belle Sauvage (Book of Dust, Volume 1)","$14.70"
"Science Fiction Fantasy",7,"Mark of Fire (The Endarian Prophecy Book 1)","$4.99"
"Science Fiction Fantasy",8,"Over Our Heads (The Valens Legacy Book 3)","$3.99"
"Science Fiction Fantasy",9,"The Lord of the Rings: One Volume","$16.99"
"Science Fiction Fantasy",10,"Animal Farm and 1984","$12.99"
"Science Fiction Fantasy",11,"What Is Not Yours Is Not Yours","$1.99"
"Science Fiction Fantasy",12,"The Book of Dust:  La Belle Sauvage (Book of Dust, Volume 1)","$11.99"
"Science Fiction Fantasy",13,"Ready Player One","$0.00 with Trial"
"Science Fiction Fantasy",14,"The Dispatcher","$5.99"
"Science Fiction Fantasy",15,"The Chocolatier's Wife","$0.99"
"Science Fiction Fantasy",16,"Harry Potter and the Chamber of Secrets","$8.99"
"Science Fiction Fantasy",17,"Wings of Fire","$0.07"
"Science Fiction Fantasy",18,"Harry Potter and the Goblet of Fire","$8.99"
"Science Fiction Fantasy",19,"Harry Potter and the Prisoner of Azkaban","$8.99"
"Science Fiction Fantasy",20,"A Game of Thrones: A Song of Ice and Fire, Book 1","$0.00 with Trial"
"Science Fiction Fantasy",21,"Europa Journal","$1.99"
"Science Fiction Fantasy",22,"Dragon's Gift: a Reverse Harem Epic Fantasy (The Dragon's Gift Trilogy Book 1)","$3.99"
"Science Fiction Fantasy",23,"Harry Potter and the Deathly Hallows","$8.99"
"Science Fiction Fantasy",24,"Harry Potter and the Order of the Phoenix","$8.99"
"Science Fiction Fantasy",25,"A Shade of Vampire (New & Lengthened 2015 Edition)","$0.99"
"Science Fiction Fantasy",26,"Free the Darkness (King's Dark Tidings Book 1)","$3.99"
"Science Fiction Fantasy",27,"The Man of Legends","$1.99"
"Science Fiction Fantasy",28,"The Hundredth Queen (The Hundredth Queen Series Book 1)","$4.99"
"Science Fiction Fantasy",29,"Knight Games Omnibus: Books 1-4","$0.99"
"Science Fiction Fantasy",30,"Sleeping Beauties: A Novel","$16.99"
"Science Fiction Fantasy",31,"Genome (The Extinction Files Book 2)","$5.99"
"Science Fiction Fantasy",32,"Harry Potter and the Half-Blood Prince","$8.99"
"Science Fiction Fantasy",33,"The Gender Game","$3.99"
"Science Fiction Fantasy",34,"Black Ops: Expeditionary Force, Book 4","$0.00 with Trial"
"Science Fiction Fantasy",35,"A Clash of Kings: A Song of Ice and Fire, Book 2","$0.00 with Trial"
"Science Fiction Fantasy",36,"The Fire Queen (The Hundredth Queen Series Book 2)","$4.99"
"Science Fiction Fantasy",37,"Paradox Bound: A Novel","$0.00 with Trial"
"Science Fiction Fantasy",38,"First Year (The Black Mage Book 1)","$0.99"
"Science Fiction Fantasy",39,"The Atlantis Gene: A Thriller (The Origin Mystery, Book 1)","$3.99"
"Science Fiction Fantasy",40,"The Handmaid's Tale: Special Edition","$0.00 with Trial"
"Science Fiction Fantasy",41,"Xanathar's Guide to Everything","$29.97"
"Science Fiction Fantasy",42,"Outlander: A Novel (Outlander, Book 1)","$3.99"
"Science Fiction Fantasy",43,"A Storm of Swords: A Song of Ice and Fire, Book 3","$0.00 with Trial"
"Science Fiction Fantasy",44,"A Shade of Vampire 50: A Clash of Storms","$3.99"
"Science Fiction Fantasy",45,"Outlander: Outlander, Book 1","$0.00 with Trial"
"Science Fiction Fantasy",46,"Deadpool Vol. 1: Secret Invasion","$4.50"
"Science Fiction Fantasy",47,"1984","$9.99"
"Science Fiction Fantasy",48,"ARISEN, Book Thirteen - The Siege","$3.99"
"Science Fiction Fantasy",49,"Scorched Shadows (The Hellequin Chronicles Book 7)","$4.99"
"Science Fiction Fantasy",50,"All These Worlds: Bobiverse, Book 3","$0.00 with Trial"
"Science Fiction Fantasy",51,"Darkest Before The Dawn (The Second Dark Ages Book 3)","$3.99"
"Science Fiction Fantasy",52,"Oathbringer","$0.00 with Trial"
"Science Fiction Fantasy",53,"Legends of Ahn (King's Dark Tidings Book 3)","$4.99"
"Science Fiction Fantasy",54,"Dawn of Wonder (The Wakening Book 1)","$4.99"
"Science Fiction Fantasy",55,"The Golden Compass: His Dark Materials","$1.99"
"Science Fiction Fantasy",56,"Delvers LLC: Adventure Capital","$5.98"
"Science Fiction Fantasy",57,"Player's Handbook (Dungeons & Dragons)","$29.97"
"Science Fiction Fantasy",58,"A Plague of Giants","$0.00 with Trial"
"Science Fiction Fantasy",59,"Oathbringer: Book Three of the Stormlight Archive","$20.99"
"Science Fiction Fantasy",60,"The Handmaid's Tale","$9.59"
"Science Fiction Fantasy",61,"Genesis (First Colony Book 1)","$3.99"
"Science Fiction Fantasy",62,"The Dark Tower I: The Gunslinger","$0.00 with Trial"
"Science Fiction Fantasy",63,"We Are Legion (We Are Bob): Bobiverse, Book 1","$0.00 with Trial"
"Science Fiction Fantasy",64,"The Emperor of Evening Stars (The Bargainer Book 3)","$2.99"
"Science Fiction Fantasy",65,"For We Are Many: Bobiverse, Book 2","$0.00 with Trial"
"Science Fiction Fantasy",66,"Ready Player One","$9.99"
"Science Fiction Fantasy",67,"Gateway To The Universe: In Bad Company","$0.99"
"Science Fiction Fantasy",68,"Rage: Feathers and Fire Book 2","$4.99"
"Science Fiction Fantasy",69,"A Feast for Crows: A Song of Ice and Fire: Book 4","$0.00 with Trial"
"Science Fiction Fantasy",70,"Skysworn (Cradle Book 4)","$4.99"
"Science Fiction Fantasy",71,"Dungeon Madness: Divine Dungeon Series, Book 2","$0.00 with Trial"
"Science Fiction Fantasy",72,"Sleeping Beauties: A Novel","$19.49"
"Science Fiction Fantasy",73,"Storm Warrior: Age Of Magic - A Kurtherian Gambit Series (Storms Of Magic Book 4)","$0.99"
"Science Fiction Fantasy",74,"A Shade of Vampire 2: A Shade of Blood","$3.99"
"Science Fiction Fantasy",75,"Pandemic (The Extinction Files Book 1)","$4.99"
"Science Fiction Fantasy",76,"The Blood Debt: Wolf of the North Book 3","$5.99"
"Science Fiction Fantasy",77,"Columbus Day: Expeditionary Force, Book 1","$0.00 with Trial"
"Science Fiction Fantasy",78,"The Gender Game 2: The Gender Secret","$4.99"
"Science Fiction Fantasy",79,"Elementals: The Complete Series","$9.99"
"Science Fiction Fantasy",80,"Oathbringer: Book Three of the Stormlight Archive","$16.99"
"Science Fiction Fantasy",81,"1984 (Signet Classics)","$5.99"
"Science Fiction Fantasy",82,"A Dance with Dragons: A Song of Ice and Fire: Book 5","$0.00 with Trial"
"Science Fiction Fantasy",83,"Code Breakers Complete Series: Books 1-4","$1.20"
"Science Fiction Fantasy",84,"Black Mad Wheel: A Novel","$1.99"
"Science Fiction Fantasy",85,"Serpent's Touch: A Reverse Harem Urban Fantasy (The Last Serpent Book 1)","$0.99"
"Science Fiction Fantasy",86,"Gods Above and Below (Stavin DragonBlessed Book 6)","$2.99"
"Science Fiction Fantasy",87,"Trackers: A Post-Apocalyptic Survival Series","$2.99"
"Science Fiction Fantasy",88,"Edgedancer: From the Stormlight Archive","$7.42"
"Science Fiction Fantasy",89,"Black Friday (The Valens Legacy Book 1)","$3.99"
"Science Fiction Fantasy",90,"The Stand","$0.00 with Trial"
"Science Fiction Fantasy",91,"The Gender Game 3: The Gender Lie","$4.99"
"Science Fiction Fantasy",92,"Fahrenheit 451","$13.34"
"Science Fiction Fantasy",93,"Interstellar Mage (Starship's Mage: Red Falcon Book 1)","$2.99"
"Science Fiction Fantasy",94,"The Way of Kings: Book One of The Stormlight Archive","$0.00 with Trial"
"Science Fiction Fantasy",95,"Reign of Madness (King's Dark Tidings Book 2)","$4.99"
"Science Fiction Fantasy",96,"Apprentice (The Black Mage Book 2)","$4.99"
"Science Fiction Fantasy",97,"The Subtle Knife: His Dark Materials","$1.99"
"Science Fiction Fantasy",98,"SpecOps: Expeditionary Force, Book 2","$0.00 with Trial"
"Science Fiction Fantasy",99,"Blade Runner: Based on the novel Do Androids Dream of Electric Sheep? by Philip K. Dick","$0.00 with Trial"
"Science Fiction Fantasy",100,"From a Certain Point of View (Star Wars)","$0.00 with Trial"
"Self Help",1,"The Nature Fix: Why Nature Makes Us Happier, Healthier, and More Creative","$0.00 with Trial"
"Self Help",2,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","$0.00 with Trial"
"Self Help",3,"The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations","$16.79"
"Self Help",4,"Discipline Equals Freedom: Field Manual","$14.99"
"Self Help",5,"Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone","$0.00 with Trial"
"Self Help",6,"The Code of the Extraordinary Mind: 10 Unconventional Laws to Redefine Your Life and Succeed On Your Own Terms","$9.99"
"Self Help",7,"Capital Gaines: Smart Things I Learned Doing Stupid Stuff","$16.35"
"Self Help",8,"H Is for Hawk","$8.63"
"Self Help",9,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","$14.99"
"Self Help",10,"The 5 Second Rule: Transform your Life, Work, and Confidence with Everyday Courage","$0.00 with Trial"
"Self Help",11,"How to Win Friends & Influence People","$0.00 with Trial"
"Self Help",12,"Capital Gaines: The Smart Things I've Learned by Doing Stupid Stuff","$0.00 with Trial"
"Self Help",13,"The 5 Love Languages: The Secret to Love that Lasts","$9.59"
"Self Help",14,"Make Your Bed: Little Things That Can Change Your Life...And Maybe the World","$10.80"
"Self Help",15,"Anxious for Nothing: Finding Calm in a Chaotic World","$15.47"
"Self Help",16,"Unfu*k Yourself","$0.00 with Trial"
"Self Help",17,"A Spy's Guide to Thinking (Kindle Single)","$2.99"
"Self Help",18,"I Can't Make This Up: Life Lessons","$0.00 with Trial"
"Self Help",19,"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","$9.60"
"Self Help",20,"Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone","$16.37"
"Self Help",21,"The Power of Habit: Why We Do What We Do in Life and Business","$0.00 with Trial"
"Self Help",22,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","$7.42"
"Self Help",23,"The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations","$0.00 with Trial"
"Self Help",24,"Stick with It: A Scientifically Proven Process for Changing Your Life-for Good","$0.99"
"Self Help",25,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","$0.00 with Trial"
"Self Help",26,"Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want","$11.68"
"Self Help",27,"The Science of Likability: 27 Studies to Master Charisma, Attract Friends, Captivate People, and Take Advantage of Human Psychology","$0.00 with Trial"
"Self Help",28,"Recovery: Freedom from Our Addictions","$0.00 with Trial"
"Self Help",29,"The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations","$14.99"
"Self Help",30,"Judgment Detox: Release the Beliefs That Hold You Back from Living A Better Life","$17.86"
"Self Help",31,"Norbert’s Little Lessons for a Big Life","$11.15"
"Self Help",32,"Judgment Detox: Release the Beliefs That Hold You Back from Living A Better Life","$13.99"
"Self Help",33,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are","$8.99"
"Self Help",34,"The Little Book of Hygge: Danish Secrets to Happy Living","$1.99"
"Self Help",35,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","$9.79"
"Self Help",36,"High Performance Habits: How Extraordinary People Become That Way","$0.00 with Trial"
"Self Help",37,"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","$0.00 with Trial"
"Self Help",38,"Capital Gaines: Smart Things I Learned Doing Stupid Stuff","$12.99"
"Self Help",39,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","$5.99"
"Self Help",40,"Mindset: The New Psychology of Success","$10.20"
"Self Help",41,"Discipline Equals Freedom: Field Manual","$11.99"
"Self Help",42,"Recovery: Freedom from Our Addictions","$18.36"
"Self Help",43,"Nudge: Improving Decisions About Health, Wealth, and Happiness","$10.83"
"Self Help",44,"The TB12 Method: How to Achieve a Lifetime of Sustained Peak Performance","$20.48"
"Self Help",45,"The Untethered Soul: The Journey Beyond Yourself","$11.99"
"Self Help",46,"The Five Love Languages: The Secret to Love That Lasts","$0.00 with Trial"
"Self Help",47,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","$10.91"
"Self Help",48,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","$12.99"
"Self Help",49,"Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone","$14.99"
"Self Help",50,"The Blue Zones of Happiness: Lessons From the World's Happiest People","$17.08"
"Self Help",51,"The Hollywood Commandments: A Spiritual Guide to Secular Success","$17.10"
"Self Help",52,"The Power of Now","$0.00 with Trial"
"Self Help",53,"The Power of Now: A Guide to Spiritual Enlightenment","$8.98"
"Self Help",54,"Lessons From a Third Grade Dropout","$8.02"
"Self Help",55,"The Untethered Soul: The Journey Beyond Yourself","$0.00 with Trial"
"Self Help",56,"Why Buddhism Is True: The Science and Philosophy of Enlightenment","$0.00 with Trial"
"Self Help",57,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","$10.26"
"Self Help",58,"Being Mortal: Medicine and What Matters in the End","$11.40"
"Self Help",59,"The 5 Love Languages: The Secret to Love that Lasts","$6.67"
"Self Help",60,"AARP Meditations for Caregivers: Practical, Emotional, and Spiritual Support for You and Your Family","$10.87"
"Self Help",61,"The State of Affairs: Rethinking Infidelity","$0.00 with Trial"
"Self Help",62,"High Performance Habits: How Extraordinary People Become That Way","$16.19"
"Self Help",63,"Man's Search for Meaning","$9.97"
"Self Help",64,"48 Laws of Power","$0.00 with Trial"
"Self Help",65,"Grit: The Power of Passion and Perseverance","$0.00 with Trial"
"Self Help",66,"I Thought It Was Just Me (but it isn’t): Telling the Truth about Perfectionism, Inadequacy, and Power","$0.00 with Trial"
"Self Help",67,"Lessons From a Third Grade Dropout","$4.99"
"Self Help",68,"Think and Grow Rich","$0.00 with Trial"
"Self Help",69,"Smarter Faster Better: The Transformative Power of Real Productivity","$2.99"
"Self Help",70,"You Are a Badass at Making Money: Master the Mindset of Wealth","$0.00 with Trial"
"Self Help",71,"How to Talk So Kids Will Listen & Listen So Kids Will Talk","$9.56"
"Self Help",72,"The Power of Vulnerability: Teachings of Authenticity, Connection, and Courage","$0.00 with Trial"
"Self Help",73,"The Power of Habit: Why We Do What We Do in Life and Business","$10.56"
"Self Help",74,"Unshakeable: Your Financial Freedom Playbook","$0.00 with Trial"
"Self Help",75,"Boundaries Updated and Expanded Edition: When to Say Yes, How to Say No To Take Control of Your Life","$13.35"
"Self Help",76,"Anxious for Nothing: Finding Calm in a Chaotic World","$9.99"
"Self Help",77,"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive","$4.99"
"Self Help",78,"1-2-3 Magic: 3-Step Discipline for Calm, Effective, and Happy Parenting","$1.99"
"Self Help",79,"The Four Agreements","$0.00 with Trial"
"Self Help",80,"Crystal Muse: Everyday Rituals to Tune In to the Real You","$20.73"
"Self Help",81,"The Book of Joy: Lasting Happiness in a Changing World","$17.82"
"Self Help",82,"Grit: The Power of Passion and Perseverance","$19.17"
"Self Help",83,"The Secret","$0.00 with Trial"
"Self Help",84,"Anxious for Nothing: Finding Calm in a Chaotic World","$0.00 with Trial"
"Self Help",85,"Q&A a Day: 5-Year Journal","$13.87"
"Self Help",86,"Meditation: Meditation for Beginners - How to Relieve Stress, Anxiety and Depression and Return to a State of Inner Peace and Happiness (How to Meditate, ... for Beginners, Mindfulness Book 1)","$2.99"
"Self Help",87,"Emotional Intelligence 2.0","$18.46"
"Self Help",88,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition","$11.30"
"Self Help",89,"Black Privilege: Opportunity Comes to Those Who Create It","$0.00 with Trial"
"Self Help",90,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich (Expanded and Updated)","$0.00 with Trial"
"Self Help",91,"Quiet: The Power of Introverts in a World That Can't Stop Talking","$9.39"
"Self Help",92,"Soar!: Build Your Vision from the Ground Up","$14.99"
"Self Help",93,"Why Me?","$0.99"
"Self Help",94,"Tiny Beautiful Things: Advice on Love and Life from Dear Sugar","$9.19"
"Self Help",95,"The Book of Joy: Lasting Happiness in a Changing World","$0.00 with Trial"
"Self Help",96,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich","$15.31"
"Self Help",97,"Option B: Facing Adversity, Building Resilience, and Finding Joy","$16.48"
"Self Help",98,"Mating in Captivity: Reconciling the Erotic & the Domestic","$0.00 with Trial"
"Self Help",99,"The 48 Laws of Power","$19.63"
"Self Help",100,"Influence: The Psychology of Persuasion","$0.00 with Trial"
"Sports Outdoors",1,"H Is for Hawk","$8.63"
"Sports Outdoors",2,"Basketball (and Other Things): A Collection of Questions Asked, Answered, Illustrated","$11.99"
"Sports Outdoors",3,"Bucket List Adventures: 10 Incredible Journeys to Experience Before You Die","$1.99"
"Sports Outdoors",4,"The TB12 Method: How to Achieve a Lifetime of Sustained Peak Performance","$20.48"
"Sports Outdoors",5,"Shoe Dog: A Memoir by the Creator of Nike","$0.00 with Trial"
"Sports Outdoors",6,"The Art of Mental Training - A Guide to Performance Excellence","$7.99"
"Sports Outdoors",7,"The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics","$12.49"
"Sports Outdoors",8,"Coaching: The 7 Laws Of Coaching: Powerful Coaching Skills That Will Predict Your Team’s Success (7 Laws, coaching questions, coaching books, the coaching habit)","$2.99"
"Sports Outdoors",9,"Into the Wild","$9.81"
"Sports Outdoors",10,"Instant Pot Cookbook: 550 Delicious Dishes Recipes, Healthy Meals.","$11.01"
"Sports Outdoors",11,"The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics","$0.00 with Trial"
"Sports Outdoors",12,"The TB12 Method: How to Achieve a Lifetime of Sustained Peak Performance","$0.00 with Trial"
"Sports Outdoors",13,"The Chicago Cubs: Story of a Curse","$17.10"
"Sports Outdoors",14,"Lonely Planet New Zealand (Travel Guide)","$15.39"
"Sports Outdoors",15,"Slobberknocker: My Life in Wrestling","$15.27"
"Sports Outdoors",16,"Bushcraft 101: A Field Guide to the Art of Wilderness Survival","$15.29"
"Sports Outdoors",17,"Shoe Dog: A Memoir by the Creator of Nike","$20.63"
"Sports Outdoors",18,"Paris to the Pyrenees: A Skeptic Pilgrim Walks the Way of Saint James","$1.99"
"Sports Outdoors",19,"A Beautiful Work In Progress","$4.99"
"Sports Outdoors",20,"Ali: A Life","$18.00"
"Sports Outdoors",21,"Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders","$26.11"
"Sports Outdoors",22,"Slobberknocker: My Life in Wrestling","$0.00 with Trial"
"Sports Outdoors",23,"Long Range Shooting Handbook: Complete Beginner's Guide to Long Range Shooting","$1.20"
"Sports Outdoors",24,"Relentless: From Good to Great to Unstoppable","$0.00 with Trial"
"Sports Outdoors",25,"The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics","$10.99"
"Sports Outdoors",26,"Bigger Leaner Stronger: The Simple Science of Building the Ultimate Male Body","$13.08"
"Sports Outdoors",27,"Strong Is the New Pretty: A Celebration of Girls Being Themselves","$10.00"
"Sports Outdoors",28,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","$10.19"
"Sports Outdoors",29,"SAS Survival Handbook, Third Edition: The Ultimate Guide to Surviving Anywhere","$16.62"
"Sports Outdoors",30,"Wild: From Lost to Found on the Pacific Crest Trail","$11.00"
"Sports Outdoors",31,"The TB12 Method: How to Achieve a Lifetime of Sustained Peak Performance","$14.99"
"Sports Outdoors",32,"The Rider","$8.48"
"Sports Outdoors",33,"Becoming a Supple Leopard 2nd Edition: The Ultimate Guide to Resolving Pain, Preventing Injury, and Optimizing Athletic Performance","$35.54"
"Sports Outdoors",34,"Sheep No More: The Art of Awareness and Attack Survival","$14.39"
"Sports Outdoors",35,"The Complete Guide to Hunting, Butchering, and Cooking Wild Game: Volume 1: Big Game","$24.39"
"Sports Outdoors",36,"2018 National Park Foundation Wall Calendar","$10.39"
"Sports Outdoors",37,"Bigger Leaner Stronger: The Simple Science of Building the Ultimate Male Body (The Muscle for Life Series Book 1)","$7.99"
"Sports Outdoors",38,"Ice Capades: A Memoir of Fast Living and Tough Hockey","$21.71"
"Sports Outdoors",39,"Yoga Anatomy-2nd Edition","$15.16"
"Sports Outdoors",40,"Draft Animals: Living the Pro Cycling Dream (Once in a While)","$11.59"
"Sports Outdoors",41,"The Sky Below: A True Story of Summits, Space, and Speed [Kindle in Motion]","$4.99"
"Sports Outdoors",42,"Starting Strength:  Basic Barbell Training, 3rd edition","$23.43"
"Sports Outdoors",43,"Ben Hogan's Five Lessons: The Modern Fundamentals of Golf","$10.20"
"Sports Outdoors",44,"Thinner Leaner Stronger: The Simple Science of Building the Ultimate Female Body","$13.03"
"Sports Outdoors",45,"Relentless: A Memoir","$18.90"
"Sports Outdoors",46,"Wild: From Lost to Found on the Pacific Crest Trail (Oprah's Book Club 2.0)","$0.00 with Trial"
"Sports Outdoors",47,"Adventures of a Mountain Man: The Narrative of Zenas Leonard","$0.99"
"Sports Outdoors",48,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","$0.00 with Trial"
"Sports Outdoors",49,"The Dangerous Book for Boys","$12.47"
"Sports Outdoors",50,"Golden Days: West's Lakers, Steph's Warriors, and the California Dreamers Who Reinvented Basketball","$21.71"
"Sports Outdoors",51,"The Big Chair: The Smooth Hops and Bad Bounces from the Inside World of the Acclaimed Los Angeles Dodgers General Manager","$20.71"
"Sports Outdoors",52,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","$9.59"
"Sports Outdoors",53,"Run Fast. Eat Slow.: Nourishing Recipes for Athletes","$18.14"
"Sports Outdoors",54,"Into the Wild","$0.00 with Trial"
"Sports Outdoors",55,"This Book Has Balls: Sports Rants from the MVP of Talking Trash","$17.56"
"Sports Outdoors",56,"What Made Maddy Run: The Secret Struggles and Tragic Death of an All-American Teen","$20.06"
"Sports Outdoors",57,"Shoe Dog: A Memoir by the Creator of Nike","$14.99"
"Sports Outdoors",58,"Lonely Planet Thailand's Islands & Beaches (Travel Guide)","$14.49"
"Sports Outdoors",59,"Into Thin Air: A Personal Account of the Mt. Everest Disaster","$11.09"
"Sports Outdoors",60,"National Geographic The Photo Ark: One Man's Quest to Document the World's Animals","$24.96"
"Sports Outdoors",61,"Ocean Life in the Old Sailing Ship Days","$0.99"
"Sports Outdoors",62,"Free Country: A Penniless Adventure the Length of Britain","$3.99"
"Sports Outdoors",63,"Dead Mountain: The Untold True Story of the Dyatlov Pass Incident","$1.99"
"Sports Outdoors",64,"The Boys' Book Of Survival (How To Survive Anything, Anywhere)","$9.34"
"Sports Outdoors",65,"The Stranger in the Woods: The Extraordinary Story of the Last True Hermit","$14.44"
"Sports Outdoors",66,"100 Deadly Skills: Survival Edition: The SEAL Operative’s Guide to Surviving in the Wild and Being Prepared for Any Disaster","$13.59"
"Sports Outdoors",67,"Pete the Cat: Scuba-Cat (My First I Can Read)","$3.39"
"Sports Outdoors",68,"The Inner Game of Tennis: The Classic Guide to the Mental Side of Peak Performance","$11.55"
"Sports Outdoors",69,"Endurance: Shackleton's Incredible Voyage","$11.55"
"Sports Outdoors",70,"The Genius of Birds","$11.55"
"Sports Outdoors",71,"Thinner Leaner Stronger: The Simple Science of Building the Ultimate Female Body (The Muscle for Life Series Book 2)","$7.99"
"Sports Outdoors",72,"Creative Haven Owls Coloring Book (Adult Coloring)","$5.99"
"Sports Outdoors",73,"Strength Training Anatomy, 3rd Edition","$15.64"
"Sports Outdoors",74,"Soccer IQ: Things That Smart Players Do, Vol. 1","$9.99"
"Sports Outdoors",75,"Draft Animals: Living the Pro Cycling Dream (Once in a While)","$12.99"
"Sports Outdoors",76,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","$11.99"
"Sports Outdoors",77,"Edible Wild Plants: Eastern/Central North America (Peterson Field Guides)","$12.91"
"Sports Outdoors",78,"Relentless: From Good to Great to Unstoppable","$14.30"
"Sports Outdoors",79,"Legacy","$15.80"
"Sports Outdoors",80,"Yoga Pretzels (Yoga Cards)","$13.49"
"Sports Outdoors",81,"Barbarian Days: A Surfing Life","$11.55"
"Sports Outdoors",82,"Sex at Dawn: How We Mate, Why We Stray, and What It Means for Modern Relationships","$0.00 with Trial"
"Sports Outdoors",83,"Women in Sports: 50 Fearless Athletes Who Played to Win","$11.55"
"Sports Outdoors",84,"National Geographic Field Guide to the Birds of North America, 7th Edition","$19.32"
"Sports Outdoors",85,"The New Encyclopedia of Modern Bodybuilding : The Bible of Bodybuilding, Fully Updated and Revised","$17.99"
"Sports Outdoors",86,"Beginner's Guide to American Mah Jongg: How to Play the Game & Win","$14.32"
"Sports Outdoors",87,"Pro-Knot Outdoor Knots","$5.47"
"Sports Outdoors",88,"Chasing Excellence: A Story About Building the World's Fittest Athletes","$14.39"
"Sports Outdoors",89,"Unstoppable: My Life So Far","$15.54"
"Sports Outdoors",90,"Jeff Gordon: His Dream, Drive & Destiny","$24.95"
"Sports Outdoors",91,"National Audubon Society Field Guide to North American Mushrooms (National Audubon Society Field Guides)","$16.53"
"Sports Outdoors",92,"Lonely Planet's Ultimate Travel: Our List of the 500 Best Places to See... Ranked","$16.99"
"Sports Outdoors",93,"A Walk in the Woods: Rediscovering America on the Appalachian Trail","$6.29"
"Sports Outdoors",94,"Into Thin Air","$0.00 with Trial"
"Sports Outdoors",95,"Jenson Button: Life to the Limit: My Autobiography","$9.99"
"Sports Outdoors",96,"Finding Ultra: Rejecting Middle Age, Becoming One of the World’s Fittest Men, and Discovering Myself","$0.00 with Trial"
"Sports Outdoors",97,"Fast-Track Triathlete: Balancing a Big Life with Big Performance in Long-Course Triathlon","$16.09"
"Sports Outdoors",98,"Wild (Oprah's Book Club 2.0 Digital Edition): From Lost to Found on the Pacific Crest Trail","$9.99"
"Sports Outdoors",99,"Starting Strength","$9.99"
"Sports Outdoors",100,"Drag Hunt (Show Jumping Dreams ~ Book 45)","$2.99"
"Teen Young Adult",1,"Harry Potter and the Sorcerer's Stone","$8.99"
"Teen Young Adult",2,"Turtles All the Way Down","$11.99"
"Teen Young Adult",3,"The Book of Dust:  La Belle Sauvage (Book of Dust, Volume 1)","$14.70"
"Teen Young Adult",4,"The Lord of the Rings: One Volume","$16.99"
"Teen Young Adult",5,"The Book of Dust: La Belle Sauvage: Book of Dust, Volume 1","$0.00 with Trial"
"Teen Young Adult",6,"Animal Farm and 1984","$12.99"
